,Event_Name,Day,Setup,Pre-Event,Event_Start,Event_End,Post-Event,Takedown,Location,Formal_Name,Exp_Head_Count,Act. Head Count,Reservation Name,Reference #,Event Type,Organization,date,Location1
23704,PPD 22: BIOMED,4/22/2022,7:00 AM,8:00 AM,9:00 AM,4:00 PM,5:00 PM,6:00 PM,SL 305,Salisbury Labs 305 - Classroom,75,,,2022-ABPFTC,Student - Presentation,BIOMEDICAL ENGINEERING  DEPT,22/4/2022,SL
23709,BIG SHOW 2022 PERFORMANCE,4/22/2022,7:00 AM,7:00 AM,7:00 PM,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA 102,Harrington Auditorium - Main Floor,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,22/4/2022,HA
23710,BIG SHOW 2022 PERFORMANCE,4/22/2022,7:00 AM,7:00 AM,7:00 PM,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA 115 ATHLETIC TEAM MTG RM,Harrington Auditorium - Athletic Team Meeting Room,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,22/4/2022,HA
23711,BIG SHOW 2022 PERFORMANCE,4/22/2022,7:00 AM,7:00 AM,7:00 PM,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA 209 FORKEY,Harrington Auditorium - Forkey Conference Room,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,22/4/2022,HA
23712,BIG SHOW 2022 PERFORMANCE,4/22/2022,7:00 AM,7:00 AM,7:00 PM,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA LOBBY,Harrington Auditorium - Lobby,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,22/4/2022,HA
23713,BIG SHOW 2022 PERFORMANCE,4/22/2022,7:00 AM,7:00 AM,7:00 PM,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,RC ROBOT,Sports and Recreation Center 250 - Robotic Pit Area,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,22/4/2022,RC
23717,PPD,4/22/2022,9:00 AM,9:00 AM,9:00 AM,4:00 PM,4:00 PM,4:00 PM,UH 243,UH 243 - Nancy and Mike Abrams ’77 Multi-use Lounge and Creative Zone,20,,,2022-ABPAVH,Presentation,ROBOTICS ENGINEERING PROGRAM,22/4/2022,UH
23719,PPD 22: CHEM ENG,4/22/2022,11:00 AM,11:00 AM,11:00 AM,2:00 PM,2:00 PM,2:00 PM,CC GRASS,Campus Center - Rear Grass Area,0,,PPD 22: CHEM ENG - GRILL AREA,2022-ABNZJN,Student - Presentation,CHEMICAL ENGINEERING DEPARTMENT,22/4/2022,CC
23720,PPD 22: CHEM ENG,4/22/2022,11:00 AM,11:00 AM,11:00 AM,2:00 PM,2:00 PM,2:00 PM,CC GRILLE,Campus Center - 2010 Class Gift Grille,0,,PPD 22: CHEM ENG - GRILL AREA,2022-ABNZJN,Student - Presentation,CHEMICAL ENGINEERING DEPARTMENT,22/4/2022,CC
23721,PPD 22: CHEM ENG,4/22/2022,11:00 AM,11:00 AM,11:00 AM,2:00 PM,2:00 PM,2:00 PM,CC PATIO,Campus Center - Burt Terrance,0,,PPD 22: CHEM ENG - GRILL AREA,2022-ABNZJN,Student - Presentation,CHEMICAL ENGINEERING DEPARTMENT,22/4/2022,CC
23722,Friday Milk and Cookies,4/22/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,20,0,,2022-ABPAAP,Meeting,MULTICULTURAL AFFAIRS,22/4/2022,OASIS
23723,Friday Milk and Cookies,4/22/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,OASIS HOUSE - KITCHEN,Oasis House - Kitchen,20,0,,2022-ABPAAP,Meeting,MULTICULTURAL AFFAIRS,22/4/2022,OASIS
23724,Friday Milk and Cookies,4/22/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,OASIS HOUSE - YARD,Oasis House - Yard (no Grill),20,0,,2022-ABPAAP,Meeting,MULTICULTURAL AFFAIRS,22/4/2022,OASIS
23734,GRAD FEST,4/22/2022,3:00 PM,4:00 PM,4:00 PM,11:30 PM,11:30 PM,4/23/2022 0:00,CC 3RD FLOOR LOBBY - HAGGLUND,Campus Center - 3rd Floor Lobby - Hagglund,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,22/4/2022,CC
23735,GRAD FEST,4/22/2022,3:00 PM,4:00 PM,4:00 PM,11:30 PM,11:30 PM,4/23/2022 0:00,CC HAGGLUND,Campus Center 301 - Hagglund Conference Room,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,22/4/2022,CC
23736,GRAD FEST,4/22/2022,3:00 PM,4:00 PM,4:00 PM,11:30 PM,11:30 PM,4/23/2022 0:00,CC HALL OF LUMINARIES,Campus Center - 3rd Floor Lobby - Mid-Century,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,22/4/2022,CC
23737,GRAD FEST,4/22/2022,3:00 PM,4:00 PM,4:00 PM,11:30 PM,11:30 PM,4/23/2022 0:00,CC MID-CENTURY,Campus Center 331 - Mid-Century Room,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,22/4/2022,CC
23738,GRAD FEST,4/22/2022,3:00 PM,4:00 PM,4:00 PM,11:30 PM,11:30 PM,4/23/2022 0:00,CC ODEUM ALL,Campus Center 341 / 342 / 343 - Odeum A-B-C Jointly,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,22/4/2022,CC
23743,A Capella Festival,4/22/2022,4:00 PM,7:00 PM,7:00 PM,10:00 PM,10:00 PM,4/23/2022 0:00,AH GH,Alden Hall 108 - Great Hall,300,,,2022-ABPBRQ,Performance/Rehearsal,SIMPLE HARMONIC MOTION,22/4/2022,AH
23744,Late Night Programming: Contact SAO,4/22/2022,5:00 PM,5:00 PM,5:00 PM,11:59 PM,11:59 PM,11:59 PM,CC STAGE,Campus Center - Forkey Commons,0,0,CC Stage,2022-ABNWDM,Student - Reception/Banquet/Social,STUDENT ACTIVITIES OFFICE,22/4/2022,CC
23745,CONTEST: M. LACROSSE VS. WORCESTER STATE,4/22/2022,7:30 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,AF TURF,Alumni Field - Turf,50,,,2021-ABNTJQ,Athletic - Club Sport Contest,"LACROSSE, MEN'S",22/4/2022,AF
23746,SKEIST CONCERT 2022,4/22/2022,9:01 PM,4/23/2022 10:00,4/23/2022 10:00,4/23/2022 15:00,4/23/2022 15:00,4/23/2022 18:00,HH DINING ROOM,Higgins House - Dining Room,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,22/4/2022,HH
23747,SKEIST CONCERT 2022,4/22/2022,9:01 PM,4/23/2022 10:00,4/23/2022 10:00,4/23/2022 15:00,4/23/2022 15:00,4/23/2022 18:00,HH FOYER,Higgins House - Foyer,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,22/4/2022,HH
23748,SKEIST CONCERT 2022,4/22/2022,9:01 PM,4/23/2022 10:00,4/23/2022 10:00,4/23/2022 15:00,4/23/2022 15:00,4/23/2022 18:00,HH GREAT HALL,Higgins House - Great Hall,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,22/4/2022,HH
23749,SKEIST CONCERT 2022,4/22/2022,9:01 PM,4/23/2022 10:00,4/23/2022 10:00,4/23/2022 15:00,4/23/2022 15:00,4/23/2022 18:00,HH LIBRARY,Higgins House - Library,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,22/4/2022,HH
23750,SKEIST CONCERT 2022,4/22/2022,9:01 PM,4/23/2022 10:00,4/23/2022 10:00,4/23/2022 15:00,4/23/2022 15:00,4/23/2022 18:00,HH SUN PORCH,Higgins House - Sun Porch,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,22/4/2022,HH
23751,BIG SHOW 2022 PERFORMANCE,4/23/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA 102,Harrington Auditorium - Main Floor,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,23/4/2022,HA
23752,BIG SHOW 2022 PERFORMANCE,4/23/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA 115 ATHLETIC TEAM MTG RM,Harrington Auditorium - Athletic Team Meeting Room,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,23/4/2022,HA
23753,BIG SHOW 2022 PERFORMANCE,4/23/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA 209 FORKEY,Harrington Auditorium - Forkey Conference Room,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,23/4/2022,HA
23754,BIG SHOW 2022 PERFORMANCE,4/23/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,HA LOBBY,Harrington Auditorium - Lobby,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,23/4/2022,HA
23755,BIG SHOW 2022 PERFORMANCE,4/23/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,4/24/2022 0:00,4/24/2022 0:00,4/24/2022 3:00,RC ROBOT,Sports and Recreation Center 250 - Robotic Pit Area,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,23/4/2022,RC
23756,GRAD FEST,4/23/2022,4/22/2022 15:00,4/22/2022 16:00,4/22/2022 16:00,4/22/2022 23:30,4/22/2022 23:30,12:00 AM,CC 3RD FLOOR LOBBY - HAGGLUND,Campus Center - 3rd Floor Lobby - Hagglund,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,23/4/2022,CC
23757,GRAD FEST,4/23/2022,4/22/2022 15:00,4/22/2022 16:00,4/22/2022 16:00,4/22/2022 23:30,4/22/2022 23:30,12:00 AM,CC HAGGLUND,Campus Center 301 - Hagglund Conference Room,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,23/4/2022,CC
23758,GRAD FEST,4/23/2022,4/22/2022 15:00,4/22/2022 16:00,4/22/2022 16:00,4/22/2022 23:30,4/22/2022 23:30,12:00 AM,CC HALL OF LUMINARIES,Campus Center - 3rd Floor Lobby - Mid-Century,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,23/4/2022,CC
23759,GRAD FEST,4/23/2022,4/22/2022 15:00,4/22/2022 16:00,4/22/2022 16:00,4/22/2022 23:30,4/22/2022 23:30,12:00 AM,CC MID-CENTURY,Campus Center 331 - Mid-Century Room,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,23/4/2022,CC
23760,GRAD FEST,4/23/2022,4/22/2022 15:00,4/22/2022 16:00,4/22/2022 16:00,4/22/2022 23:30,4/22/2022 23:30,12:00 AM,CC ODEUM ALL,Campus Center 341 / 342 / 343 - Odeum A-B-C Jointly,300,0,,2022-ABPGDJ,Student - Fair/Festival,DEAN OF STUDENTS OFFICE,23/4/2022,CC
23761,A Capella Festival,4/23/2022,4/22/2022 16:00,4/22/2022 19:00,4/22/2022 19:00,4/22/2022 22:00,4/22/2022 22:00,12:00 AM,AH GH,Alden Hall 108 - Great Hall,300,,,2022-ABPBRQ,Performance/Rehearsal,SIMPLE HARMONIC MOTION,23/4/2022,AH
23762,SKEIST CONCERT 2022,4/23/2022,4/22/2022 21:01,10:00 AM,10:00 AM,3:00 PM,3:00 PM,6:00 PM,HH DINING ROOM,Higgins House - Dining Room,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,23/4/2022,HH
23763,SKEIST CONCERT 2022,4/23/2022,4/22/2022 21:01,10:00 AM,10:00 AM,3:00 PM,3:00 PM,6:00 PM,HH FOYER,Higgins House - Foyer,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,23/4/2022,HH
23764,SKEIST CONCERT 2022,4/23/2022,4/22/2022 21:01,10:00 AM,10:00 AM,3:00 PM,3:00 PM,6:00 PM,HH GREAT HALL,Higgins House - Great Hall,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,23/4/2022,HH
23765,SKEIST CONCERT 2022,4/23/2022,4/22/2022 21:01,10:00 AM,10:00 AM,3:00 PM,3:00 PM,6:00 PM,HH LIBRARY,Higgins House - Library,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,23/4/2022,HH
23766,SKEIST CONCERT 2022,4/23/2022,4/22/2022 21:01,10:00 AM,10:00 AM,3:00 PM,3:00 PM,6:00 PM,HH SUN PORCH,Higgins House - Sun Porch,0,,,2021-ABMFCZ,Performance/Rehearsal,HUMANITIES & ARTS,23/4/2022,HH
23768,BAND/ORCHESTRA SPRING CONCERT 2022: REH,4/23/2022,12:01 AM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,9:00 PM,AH GH,Alden Hall 108 - Great Hall,250,,,2021-ABMFCW,Performance/Rehearsal,HUMANITIES & ARTS,23/4/2022,AH
23773,Admissions Saturday Presentation,4/23/2022,8:00 AM,8:00 AM,8:00 AM,2:00 PM,2:00 PM,2:00 PM,OH 107,Olin Hall 107 - Lecture Hall,70,,,2022-ABNWTV,Presentation,ENROLLMENT MANAGEMENT,23/4/2022,OH
23776,International Reunion Day,4/23/2022,9:30 AM,9:30 AM,9:30 AM,3:30 PM,3:30 PM,3:30 PM,UH 400,UH 400 - Unity Hall Classroom,120,,,2022-ABPHNG,Student - Meeting,ALPHA GAMMA DELTA,23/4/2022,UH
23779,OMA Weekend Study Hours,4/23/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,20,,,2022-ABPCDH,Meeting,MULTICULTURAL AFFAIRS,23/4/2022,OASIS
23780,OMA Weekend Study Hours,4/23/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,OASIS HOUSE - KITCHEN,Oasis House - Kitchen,20,,,2022-ABPCDH,Meeting,MULTICULTURAL AFFAIRS,23/4/2022,OASIS
23781,OMA Weekend Study Hours,4/23/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,OASIS HOUSE - YARD,Oasis House - Yard (no Grill),20,,,2022-ABPCDH,Meeting,MULTICULTURAL AFFAIRS,23/4/2022,OASIS
23782,SFS GOAT TTRPG,4/23/2022,2:00 PM,2:00 PM,2:00 PM,8:00 PM,8:00 PM,8:00 PM,UH 405,UH 405 - Unity Hall Classroom,10,,,2022-ABNXHS,Student - Meeting,SCIENCE FICTION SOCIETY,23/4/2022,UH
23783,Late Night Programming: Contact SAO,4/23/2022,5:00 PM,5:00 PM,5:00 PM,11:59 PM,11:59 PM,11:59 PM,CC STAGE,Campus Center - Forkey Commons,0,0,CC Stage,2022-ABNWDM,Student - Reception/Banquet/Social,STUDENT ACTIVITIES OFFICE,23/4/2022,CC
23784,Alden Voices Alumnae Mixer,4/23/2022,6:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,4/24/2022 7:00,HH DINING ROOM,Higgins House - Dining Room,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,23/4/2022,HH
23785,Alden Voices Alumnae Mixer,4/23/2022,6:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,4/24/2022 7:00,HH FOYER,Higgins House - Foyer,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,23/4/2022,HH
23786,Alden Voices Alumnae Mixer,4/23/2022,6:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,4/24/2022 7:00,HH GREAT HALL,Higgins House - Great Hall,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,23/4/2022,HH
23787,Alden Voices Alumnae Mixer,4/23/2022,6:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,4/24/2022 7:00,HH LIBRARY,Higgins House - Library,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,23/4/2022,HH
23794,BIG SHOW 2022 PERFORMANCE,4/24/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,12:00 AM,12:00 AM,3:00 AM,HA 102,Harrington Auditorium - Main Floor,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,24/4/2022,HA
23795,BIG SHOW 2022 PERFORMANCE,4/24/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,12:00 AM,12:00 AM,3:00 AM,HA 115 ATHLETIC TEAM MTG RM,Harrington Auditorium - Athletic Team Meeting Room,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,24/4/2022,HA
23796,BIG SHOW 2022 PERFORMANCE,4/24/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,12:00 AM,12:00 AM,3:00 AM,HA 209 FORKEY,Harrington Auditorium - Forkey Conference Room,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,24/4/2022,HA
23797,BIG SHOW 2022 PERFORMANCE,4/24/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,12:00 AM,12:00 AM,3:00 AM,HA LOBBY,Harrington Auditorium - Lobby,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,24/4/2022,HA
23798,BIG SHOW 2022 PERFORMANCE,4/24/2022,4/22/2022 7:00,4/22/2022 7:00,4/22/2022 19:00,12:00 AM,12:00 AM,3:00 AM,RC ROBOT,Sports and Recreation Center 250 - Robotic Pit Area,,0,,2021-ABLSNR,Performance/Rehearsal,SOCCOMM,24/4/2022,RC
23799,Alden Voices Alumnae Mixer,4/24/2022,4/23/2022 18:00,4/23/2022 19:00,4/23/2022 19:00,4/23/2022 21:00,4/23/2022 21:00,7:00 AM,HH DINING ROOM,Higgins House - Dining Room,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,24/4/2022,HH
23800,Alden Voices Alumnae Mixer,4/24/2022,4/23/2022 18:00,4/23/2022 19:00,4/23/2022 19:00,4/23/2022 21:00,4/23/2022 21:00,7:00 AM,HH FOYER,Higgins House - Foyer,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,24/4/2022,HH
23801,Alden Voices Alumnae Mixer,4/24/2022,4/23/2022 18:00,4/23/2022 19:00,4/23/2022 19:00,4/23/2022 21:00,4/23/2022 21:00,7:00 AM,HH GREAT HALL,Higgins House - Great Hall,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,24/4/2022,HH
23802,Alden Voices Alumnae Mixer,4/24/2022,4/23/2022 18:00,4/23/2022 19:00,4/23/2022 19:00,4/23/2022 21:00,4/23/2022 21:00,7:00 AM,HH LIBRARY,Higgins House - Library,40,0,,2022-ABPHSL,Student - Reception/Banquet/Social,ALDEN VOICES,24/4/2022,HH
23811,BAND/ORCHESTERA SPRING CONCERT 2022,4/24/2022,5:01 AM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,AH GH,Alden Hall 108 - Great Hall,60,,,2021-ABMFCX,Performance/Rehearsal,HUMANITIES & ARTS,24/4/2022,AH
23835,Newman Club Mass,4/24/2022,11:30 AM,11:30 AM,11:30 AM,2:00 PM,2:00 PM,2:00 PM,RILEY COMMONS,Riley Commons,50,0,,2021-ABMPHC,Student - Meeting,NEWMAN CLUB,24/4/2022,RILEY
23836,OMA Study Hours,4/24/2022,1:00 PM,1:00 PM,1:00 PM,4:00 PM,4:00 PM,4:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,20,,,2022-ABPAAQ,Meeting,MULTICULTURAL AFFAIRS,24/4/2022,OASIS
23837,OMA Study Hours,4/24/2022,1:00 PM,1:00 PM,1:00 PM,4:00 PM,4:00 PM,4:00 PM,OASIS HOUSE - KITCHEN,Oasis House - Kitchen,20,,,2022-ABPAAQ,Meeting,MULTICULTURAL AFFAIRS,24/4/2022,OASIS
23838,OMA Study Hours,4/24/2022,1:00 PM,1:00 PM,1:00 PM,4:00 PM,4:00 PM,4:00 PM,OASIS HOUSE - YARD,Oasis House - Yard (no Grill),20,,,2022-ABPAAQ,Meeting,MULTICULTURAL AFFAIRS,24/4/2022,OASIS
23839,LEGO Club Building Session,4/24/2022,1:00 PM,1:00 PM,1:00 PM,7:00 PM,7:00 PM,8:00 PM,UH 520,UH 520 - Unity Hall Classroom,25,,,2021-ABNVTQ,Student - Meeting,LEGO CLUB,24/4/2022,UH
23840,Ketones A Capella Rehearsals,4/24/2022,4:00 PM,4:00 PM,4:00 PM,6:00 PM,6:00 PM,6:00 PM,AH B06,Alden Hall B06 - Janet Earle Room,15,,,2022-ABNWNP,Student - Performance/Rehearsal,KETONES A CAPPELLA,24/4/2022,AH
23841,Phi Sigma Sigma Chapter Meetings,4/24/2022,4:30 PM,4:30 PM,4:30 PM,8:00 PM,8:00 PM,8:00 PM,OH 107,Olin Hall 107 - Lecture Hall,130,,,2021-ABNPSZ,Student - Meeting,PHI SIGMA SIGMA,24/4/2022,OH
23842,Dinner with a Chaplain,4/24/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,CC 3RD FLOOR LOBBY - HAGGLUND,Campus Center - 3rd Floor Lobby - Hagglund,15,,,2022-ABPJPW,Meeting,MULTICULTURAL AFFAIRS,24/4/2022,CC
23843,Dinner with a Chaplain,4/24/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,CC HAGGLUND,Campus Center 301 - Hagglund Conference Room,15,,,2022-ABPJPW,Meeting,MULTICULTURAL AFFAIRS,24/4/2022,CC
23844,VOX CABARET - D TERM SHOW 2022,4/24/2022,6:00 PM,6:00 PM,6:00 PM,11:59 PM,11:59 PM,11:59 PM,AH GH,Alden Hall 108 - Great Hall,,,,2021-ABMHLK,Student - Performance/Rehearsal,VOX,24/4/2022,AH
23845,Audiophiles Rehearsal,4/24/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,AH B06,Alden Hall B06 - Janet Earle Room,15,0,,2022-ABNWRK,Student - Performance/Rehearsal,AUDIOPHILES,24/4/2022,AH
23901,JOINT SERVICE AWARDS 2022,4/25/2022,9:00 AM,11:00 AM,6:00 PM,9:00 PM,9:00 PM,11:00 PM,AH GH,Alden Hall 108 - Great Hall,,0,,2021-ABLRWV,Presentation,ARMY ROTC,25/4/2022,AH
23942,food drive/clothing drive,4/25/2022,10:00 AM,10:00 AM,10:00 AM,2:00 PM,2:00 PM,2:00 PM,CC INDOOR TABLE (1),Campus Center - Indoor Table #1,0,,,2022-ABPCVD,Table Sitting,STUDENT ACTIVITIES OFFICE,25/4/2022,CC
23984,Bible Study,4/25/2022,11:00 AM,11:00 AM,11:00 AM,1:00 PM,1:00 PM,1:00 PM,CC PETERSON,Campus Center 304 - Peterson Conference Room,10,,,2022-ABNZAQ,Student - Meeting,CHRISTIAN BIBLE FELLOWSHIP,25/4/2022,CC
24023,1:1 Weekly Advisor Meeting,4/25/2022,12:50 PM,12:50 PM,1:00 PM,2:00 PM,2:10 PM,2:10 PM,UH 247,UH 247 - Unity Hall Tech Suite,2,,,2022-ABPJKG,Student - Meeting,"PROJECTS (IQP, MQP, GPS)",25/4/2022,UH
24061,WIN Speaker Series,4/25/2022,1:30 PM,1:30 PM,2:00 PM,3:00 PM,3:30 PM,3:30 PM,GP 1002,Gateway Park 1002 - Lecture Hall,40,0,,2021-ABNVBM,Seminar/Colloquium,ROBOTICS ENGINEERING PROGRAM,25/4/2022,GP
24171,Newman Club Weekday Mass,4/25/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RILEY COMMONS,Riley Commons,15,0,,2021-ABNSAV,Student - Meeting,NEWMAN CLUB,25/4/2022,RILEY
24172,LNL Executive Board Meeting,4/25/2022,5:00 PM,5:00 PM,5:00 PM,6:30 PM,6:30 PM,6:30 PM,CC MORGAN,Campus Center 208 - Morgan Conference Room,10,0,,2021-ABNVLH,Student - Meeting,LENS & LIGHTS,25/4/2022,CC
24180,Monday Night Adoration,4/25/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,RILEY COMMONS,Riley Commons,15,0,,2021-ABNSQS,Student - Meeting,NEWMAN CLUB,25/4/2022,RILEY
24186,INTRAMURALS: VOLLEYBALL,4/25/2022,6:00 PM,6:00 PM,6:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,60,,,2021-ABMMKX,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",25/4/2022,RC
24187,INTRAMURALS: VOLLEYBALL,4/25/2022,6:00 PM,6:00 PM,6:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1-2,Sports and Recreation Center - Court 1 & 2 Jointly,60,,,2021-ABMMKX,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",25/4/2022,RC
24188,INTRAMURALS: VOLLEYBALL,4/25/2022,6:00 PM,6:00 PM,6:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 2,Sports and Recreation Center - Court 2,60,,,2021-ABMMKX,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",25/4/2022,RC
24203,Bible Talk,4/25/2022,6:45 PM,6:45 PM,7:00 PM,8:00 PM,8:15 PM,8:15 PM,CC HAGGLUND,Campus Center 301 - Hagglund Conference Room,20,,,2022-ABPAXD,Student - Meeting,ALPHA OMEGA,25/4/2022,CC
24206,OMA Movie Night,4/25/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,CRC HOUSE - ALL SPACES,Collegiate Religious Center House - All Spaces,20,,,2022-ABPAAK,Meeting,MULTICULTURAL AFFAIRS,25/4/2022,CRC
24207,OMA Movie Night,4/25/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,CRC HOUSE - KITCHEN,Collegiate Religious Center House - Kitchen,20,,,2022-ABPAAK,Meeting,MULTICULTURAL AFFAIRS,25/4/2022,CRC
24208,OMA Movie Night,4/25/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,CRC HOUSE - MULTIFAITH MEETING SPACE,Collegiate Religious Center House - Multifaith Meeting Space,20,,,2022-ABPAAK,Meeting,MULTICULTURAL AFFAIRS,25/4/2022,CRC
24215,Fight Practice,4/25/2022,7:30 PM,7:30 PM,7:30 PM,10:30 PM,10:30 PM,10:30 PM,RILEY COMMONS,Riley Commons,20,0,,2021-ABNTZN,Student - Meeting,SOCIETY FOR MEDIEVAL ARTS & SCIENCES,25/4/2022,RILEY
24217,PT TRAINING,4/26/2022,6:00 AM,6:00 AM,6:00 AM,7:30 AM,7:30 AM,7:30 AM,AF TRACK,Alumni Field - Track,75,0,,2021-ABMMNF,Student - Training/Workshop,ARMY ROTC,26/4/2022,AF
24218,PT TRAINING,4/26/2022,6:00 AM,6:00 AM,6:00 AM,7:30 AM,7:30 AM,7:30 AM,AF TURF,Alumni Field - Turf,75,0,,2021-ABMMNF,Student - Training/Workshop,ARMY ROTC,26/4/2022,AF
